Crawl_Date,Scheduled_Time,Actual_Time,Destination,IATA,Airline,Flight_No,Terminal,Departure_Runway,Status,Scheduled_Tail,Aircraft_Type,Is_Fixed_Flight,Category
2025-12-16,08:00,08:11,Ho Chi Minh City,SGN,Vietnam Airlines,VN245,1,11R,Departed,VN-A886,A359,0,passenger
2025-12-16,09:41,07:56,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1203,1,11R,Departed,VN-A280,A321,0,passenger
2025-12-16,07:45,07:54,Da Nang,DAD,Vietnam Airlines,VN163,1,11R,Departed,VN-A329,A321,0,passenger
2025-12-16,07:35,07:51,Nha Trang,CXR,VietJet Air,VJ771,1,11R,Departed,VN-A651,A321,0,passenger
2025-12-16,07:40,07:49,Da Lat,DLI,Bamboo Airways,QH1421,1,11R,Departed,VN-A227,A321,0,passenger
2025-12-16,05:55,07:39,Da Nang,DAD,VietJet Air,VJ503,1,11R,Departed,VN-A637,A321,0,passenger
2025-12-16,07:10,07:35,Qui Nhon,UIH,VietJet Air,VJ431,1,11R,Departed,VN-A669,A320,0,passenger
2025-12-16,07:15,07:32,Buon Ma Thuot,BMV,Vietnam Airlines,VN1603,1,11R,Departed,VN-A614,A321,0,passenger
2025-12-16,07:15,07:28,Chu Lai,VCL,Vietnam Airlines,VN1641,1,11R,Departed,VN-A514,A20N,0,passenger
2025-12-16,07:10,07:24,Kuala Lumpur,KUL,VietJet Air,VJ905,2,11R,Departed,VN-A647,A321,1,passenger
2025-12-16,07:01,07:22,Da Lat,DLI,Vietnam Airlines,VN1573,1,11R,Departed,VN-A513,A20N,0,passenger
2025-12-16,07:01,07:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN207,1,11R,Departed,VN-A868,B789,0,passenger
2025-12-16,06:45,07:06,Con Dao,VCS,VietJet Air,VJ101,1,11R,Departed,B-652G,AJ27,0,passenger
2025-12-16,07:01,07:04,Kaohsiung,KHH,Vietnam Airlines,VN582,2,11R,Departed,VN-A399,A321,0,passenger
2025-12-16,06:45,06:56,Can Tho,VCA,Vietnam Airlines,VN1201,1,11R,Departed,VN-A619,A21N,0,passenger
2025-12-16,,06:54,,,FedEx,FX6001,,11R,Departed,N124FE,B763,0,general aviation
2025-12-16,06:40,06:51,Ho Chi Minh City,SGN,VietJet Air,VJ181,1,11R,Departed,VN-A549,A21N,0,passenger
2025-12-16,06:25,06:46,Da Nang,DAD,Vietravel Airlines,VU635,1,11R,Departed,VN-A129,A321,0,passenger
2025-12-16,08:19,06:37,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G805,1,11R,Departed,VN-A279,A321,0,passenger
2025-12-16,06:35,06:30,Hiroshima,HIJ,VietJet Air,VJ952,2,11R,Departed,VN-A662,A320,0,passenger
2025-12-16,06:05,06:25,Pleiku,PXU,VietJet Air,VJ421,1,11R,Departed,VN-A643,A321,1,passenger
2025-12-16,06:00,06:16,Ho Chi Minh City,SGN,Vietnam Airlines,VN243,1,11R,Departed,VN-A616,A21N,0,passenger
2025-12-16,06:00,06:13,Phu Quoc,PQC,VietJet Air,VJ443,1,11R,Departed,VN-A697,A21N,1,passenger
2025-12-16,05:55,06:10,Buon Ma Thuot,BMV,VietJet Air,VJ491,1,11R,Departed,VN-A632,A321,1,passenger
2025-12-16,06:00,06:05,Hue,HUI,Vietnam Airlines,VN1541,1,11R,Departed,VN-A606,A321,0,passenger
2025-12-16,05:45,06:03,Nha Trang,CXR,VietJet Air,VJ773,1,11R,Departed,VN-A815,A333,0,passenger
2025-12-16,05:45,05:58,Ho Chi Minh City,SGN,Vietnam Airlines,VN227,1,11R,Departed,VN-A324,A321,0,passenger
2025-12-16,05:30,05:38,Can Tho,VCA,VietJet Air,VJ461,1,11R,Departed,VN-A672,A320,1,passenger
2025-12-16,05:10,05:27,Ho Chi Minh City,SGN,VietJet Air,VJ185,1,11R,Departed,VN-A635,A321,0,passenger
2025-12-16,05:00,05:13,Ho Chi Minh City,SGN,Vietnam Airlines,VN205,1,11R,Departed,VN-A331,A321,1,passenger
2025-12-16,04:40,04:39,Kolkata,CCU,IndiGo,6E1632,2,11R,Departed,VT-IPK,A20N,0,passenger
2025-12-16,,04:20,,,Korean Air,KE362,,11R,Departed,HL7601,B744,0,cargo
2025-12-16,,03:46,,,Air Zeta,KJ376,,11R,Departed,HL8319,B738,0,cargo
2025-12-16,,03:37,,,Air Zeta,KJ392,,11R,Departed,HL7507,B763,0,cargo
2025-12-16,02:50,02:58,Shanghai,PVG,Juneyao Air,HO1330,2,11R,Departed,B-6963,A320,0,passenger
2025-12-16,02:45,02:51,Shanghai,PVG,China Eastern Airlines,MU5076,2,11R,Departed,B-1320,B738,0,passenger
2025-12-16,02:50,02:48,Manila,MNL,Philippine Airlines,PR596,2,11R,Departed,RP-C9903,A321,1,passenger
2025-12-16,02:10,02:32,Shenzhen,SZX,Shenzhen Airlines,ZH108,2,11R,Departed,B-6377,A320,0,passenger
2025-12-16,02:25,02:24,Manila,MNL,Cebu Pacific,5J747,2,11R,Departed,RP-C4117,A321,0,passenger
2025-12-16,02:05,02:12,Fukuoka,FUK,VietJet Air,VJ958,2,11R,Departed,VN-A547,A21N,1,passenger
2025-12-16,01:45,01:56,Seoul,ICN,VietJet Air,VJ960,2,11R,Departed,VN-A548,A21N,0,passenger
2025-12-16,01:55,01:54,Fukuoka,FUK,Vietnam Airlines,VN356,2,11R,Departed,VN-A508,A21N,0,passenger
2025-12-16,01:40,01:52,Osaka,KIX,VietJet Air,VJ938,2,11R,Departed,VN-A578,A21N,1,passenger
2025-12-16,01:35,01:46,Nagoya,NGO,VietJet Air,VJ920,2,11R,Departed,VN-A534,A21N,1,passenger
2025-12-16,,01:20,,,All Nippon Airways,NH8447,,,Departed,JA605F,B763,0,cargo
2025-12-16,01:00,01:16,Milan,MXP,Vietnam Airlines,VN73,2,11R,Departed,VN-A888,A359,0,passenger
2025-12-16,01:05,01:12,Osaka,KIX,Vietnam Airlines,VN334,2,11R,Departed,VN-A507,A21N,0,passenger
2025-12-16,00:55,01:09,Tokyo,NRT,VietJet Air,VJ932,2,11R,Departed,VN-A820,A333,1,passenger
2025-12-16,00:30,01:06,Ulaanbaatar,UBN,Aero Mongolia,M0536,2,11R,Departed,JU-1188,A319,0,passenger
2025-12-16,18:00,01:04,Busan,PUS,VietJet Air,VJ982,2,11R,Departed,VN-A636,A321,1,passenger
2025-12-16,00:30,00:52,Busan,PUS,Vietnam Airlines,VN428,2,,Departed,VN-A879,B78X,0,passenger
2025-12-16,00:25,00:48,Tokyo,NRT,All Nippon Airways,NH898,2,,Departed,JA815A,B788,1,passenger
2025-12-16,00:20,00:36,Tokyo,NRT,Vietnam Airlines,VN310,2,11R,Departed,VN-A893,A359,0,passenger
2025-12-16,00:20,00:33,Manila,MNL,Vietnam Airlines,VN647,2,11R,Departed,VN-A323,A321,1,passenger
2025-12-16,00:25,00:30,Dubai,DXB,Emirates,EK395,2,11R,Departed,A6-EPE,B77W,1,passenger
2025-12-16,23:55,00:19,Tokyo,NRT,Japan Airlines,JL752,2,11R,Departed,JA608J,B763,1,passenger
2025-12-16,00:20,00:16,Nagoya,NGO,Vietnam Airlines,VN348,2,11R,Departed,VN-A398,A321,0,passenger
2025-12-16,23:50,00:08,Seoul,ICN,Asiana Airlines,OZ734,2,11R,Departed,HL8521,A359,1,passenger
2025-12-16,23:40,00:04,Guangzhou,CAN,VietJet Air,VJ7526,2,11R,Departed,VN-A632,A321,1,passenger
2025-12-16,,00:01,,,FedEx,FX6013,,11R,Departed,N104FE,B763,0,general aviation
2025-12-17,23:40,23:57,Seoul,ICN,Vietnam Airlines,VN416,2,11R,Departed,VN-A872,B78X,0,passenger
2025-12-17,23:40,23:55,Guangzhou,CAN,VietJet Air,VJ7526,2,11R,Departed,VN-A635,A321,1,passenger
2025-12-17,23:20,23:50,Paris,CDG,Vietnam Airlines,VN19,2,11R,Departed,VN-A890,A359,0,passenger
2025-12-17,23:25,23:42,Ho Chi Minh City,SGN,VietJet Air,VJ171,0,11R,Departed,,—,0,general aviation
2025-12-17,,23:38,Guangzhou,CAN,FedEx,FX6002,0,11R,Departed,N122FE,B763,0,general aviation
2025-12-17,23:25,23:36,Frankfurt,FRA,Vietnam Airlines,VN37,2,11R,Departed,VN-A864,B789,0,passenger
2025-12-17,,23:32,Ho Chi Minh City,SGN,Cathay Pacific,CX3248,0,11R,Departed,B-LIE,B744,0,general aviation
2025-12-17,,23:20,Kolkata,CCU,IndiGo,6E8962,0,11R,Departed,VT-IKY,A321,0,cargo
2025-12-17,,23:13,Bangkok,BKK,K-Mile Air,8K716,0,11R,Departed,HS-KME,B738,0,cargo
2025-12-17,23:00,23:04,Ho Chi Minh City,SGN,Vietnam Airlines,VN6025,1,11R,Departed,VN-A363,A321,0,passenger
2025-12-17,22:50,23:02,Seoul,ICN,VietJet Air,VJ962,2,11R,Departed,VN-A633,A321,0,passenger
2025-12-17,22:55,22:58,Istanbul,IST,Turkish Airlines,TK165,2,11R,Departed,TC-LGL,A359,1,passenger
2025-12-17,,22:53,Hong Kong,HKG,K-Mile Air,8K525,0,11R,Departed,HS-KMD,B738,0,cargo
2025-12-17,,22:38,Delhi,DEL,,QO353,0,11R,Departed,VT-AAZ,B738,0,cargo
2025-12-17,22:10,22:26,Ho Chi Minh City,SGN,VietJet Air,VJ123,1,11R,Departed,VN-A549,A21N,0,passenger
2025-12-17,22:00,22:23,Ho Chi Minh City,SGN,Vietnam Airlines,VN267,1,11R,Departed,VN-A886,A359,1,passenger
2025-12-17,23:53,22:21,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G895,1,11R,Departed,VN-A282,A21N,0,passenger
2025-12-17,22:00,22:11,Shenzhen,SZX,China Southern Airlines,CZ8084,2,11R,Departed,B-6975,A320,0,passenger
2025-12-17,21:50,22:09,Ho Chi Minh City,SGN,Vietnam Airlines,VN7263,1,11R,Departed,VN-A503,A21N,0,passenger
2025-12-17,20:15,21:59,Da Nang,DAD,VietJet Air,VJ501,1,11R,Departed,VN-A634,A321,0,passenger
2025-12-17,,21:56,Hong Kong,HKG,DHL Air,QY576,0,11R,Departed,D-AJFK,A333,0,cargo
2025-12-17,21:35,21:48,Ho Chi Minh City,SGN,Bamboo Airways,QH281,1,11R,Departed,ER-00005,A320,0,passenger
2025-12-17,21:25,21:44,Shanghai,PVG,VietJet Air,VJ7238,2,11R,Departed,VN-A689,A320,0,passenger
2025-12-17,20:40,21:36,Chongqing,CKG,West Air,PN6424,2,11R,Departed,B-306U,A20N,1,passenger
2025-12-17,20:50,21:31,Bangkok,DMK,AirAsia,FD645,2,11R,Departed,HS-EAG,A21N,0,passenger
2025-12-17,21:20,21:28,Yangon,RGN,Myanmar Airways International,8M451,2,11R,Departed,XY-ALO,E190,0,passenger
2025-12-17,23:10,21:25,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G885,1,11R,Departed,VN-A280,A321,0,passenger
2025-12-17,21:00,21:19,Ho Chi Minh City,SGN,Vietnam Airlines,VN221,1,11R,Departed,VN-A869,B789,1,passenger
2025-12-17,,21:16,Hong Kong,HKG,Atlas Air,5Y8373,0,11R,Departed,N412MC,B744,0,cargo
2025-12-17,21:00,21:07,Ho Chi Minh City,SGN,Vietravel Airlines,VU791,1,11R,Departed,VN-A136,A320,0,passenger
2025-12-17,20:30,21:04,Ho Chi Minh City,SGN,Vietravel Airlines,VU787,1,11R,Departed,VN-A289,A321,0,passenger
2025-12-17,21:00,21:01,Chengdu,TFU,Chengdu Airlines,EU2864,2,11R,Departed,B-32GV,A20N,0,passenger
2025-12-17,20:45,20:58,Da Nang,DAD,Vietnam Airlines,VN7199,1,11R,Departed,VN-A622,A21N,0,passenger
2025-12-17,20:30,20:44,Ho Chi Minh City,SGN,Bamboo Airways,QH273,1,11R,Departed,VN-A227,A321,0,passenger
2025-12-17,20:30,20:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN265,1,11R,Departed,VN-A879,B78X,1,passenger
2025-12-17,20:15,20:37,Xi'an,XIY,VietJet Air,VJ7342,2,11R,Departed,VN-A658,A320,0,passenger
2025-12-17,20:05,20:33,Hue,HUI,Vietnam Airlines,VN1549,1,11R,Departed,VN-A612,A321,0,passenger
2025-12-17,20:20,20:29,Changsha,CSX,China Southern Airlines,CZ8360,2,11R,Departed,B-305D,A20N,0,passenger
2025-12-17,20:15,20:27,Jakarta,CGK,Vietnam Airlines,VN635,2,11R,Departed,VN-A603,A321,0,passenger
2025-12-17,20:25,20:22,Bangkok,BKK,Thai Airways,TG565,2,11R,Departed,HS-TXR,A320,1,passenger
2025-12-17,20:05,20:19,Ho Chi Minh City,SGN,VietJet Air,VJ155,1,11R,Departed,VN-A647,A321,0,passenger
2025-12-17,20:00,20:17,Ho Chi Minh City,SGN,Vietnam Airlines,VN263,1,11R,Departed,VN-A870,B789,0,passenger
2025-12-17,19:45,20:14,Da Nang,DAD,VietJet Air,VJ519,1,11R,Departed,VN-A644,A321,0,passenger
2025-12-17,20:05,20:08,Beijing,PKX,VietJet Air,VJ7712,2,11R,Departed,VN-A656,A320,0,passenger
2025-12-17,,20:04,Shanghai,PVG,China Cargo Airlines,CK288,0,11R,Departed,B-2077,B77L,0,cargo
2025-12-17,19:00,20:02,Ho Chi Minh City,SGN,Vietnam Airlines,VN219,1,11R,Departed,VN-A873,B78X,0,passenger
2025-12-17,19:40,19:53,Shenzhen,SZX,Shenzhen Airlines,ZH106,2,11R,Departed,B-5670,B738,1,passenger
2025-12-17,19:30,19:50,Hong Kong,HKG,Cathay Pacific,CX742,0,11R,Departed,B-HNX,B773,0,general aviation
2025-12-17,19:45,19:47,Guangzhou,CAN,China Southern Airlines,CZ8178,2,11R,Departed,B-1828,A320,1,passenger
2025-12-17,19:15,19:45,Mumbai,BOM,VietJet Air,VJ907,2,11R,Departed,VN-A578,A21N,0,passenger
2025-12-17,19:30,19:37,Hyderabad,HYD,Vietnam Airlines,VN985,2,11R,Departed,VN-A324,A321,0,passenger
2025-12-17,,19:32,Ezhou,EHU,SF Airlines,O3168,0,11R,Departed,B-222D,B763,0,cargo
2025-12-17,19:10,19:30,Doha,DOH,Qatar Airways,QR977,2,11R,Departed,A7-BHT,B789,1,passenger
2025-12-17,19:05,19:21,Da Nang,DAD,Vietnam Airlines,VN195,1,11R,Departed,VN-A339,A321,0,passenger
2025-12-17,19:15,19:17,Phnom Penh,KTI,Air Cambodia,K6851,2,11R,Departed,XU-350,A321,0,passenger
2025-12-17,18:45,19:11,Delhi,DEL,Vietnam Airlines,VN981,2,11R,Departed,VN-A868,B789,0,passenger
2025-12-17,18:55,19:08,Bangkok,BKK,Vietnam Airlines,VN617,2,11R,Departed,VN-A619,A21N,1,passenger
2025-12-17,18:45,19:04,Shanghai,PVG,China Eastern Airlines,MU6014,2,11R,Departed,B-32KD,A21N,0,passenger
2025-12-17,18:25,19:01,Taipei,TPE,Starlux,JX718,0,11R,Departed,B-58206,A21N,0,general aviation
2025-12-17,18:30,18:59,Ho Chi Minh City,SGN,Vietnam Airlines,VN231,1,11R,Departed,VN-A327,A321,0,passenger
2025-12-17,18:20,18:57,Da Nang,DAD,Vietnam Airlines,VN6071,1,11R,Departed,VN-A363,A321,0,passenger
2025-12-17,18:30,18:55,Singapore,SIN,Singapore Airlines,SQ193,2,11R,Departed,9V-SMW,A359,0,passenger
2025-12-17,18:20,18:52,Ho Chi Minh City,SGN,Bamboo Airways,QH271,1,11R,Departed,JU-1410,A320,0,passenger
2025-12-17,18:00,18:47,Nha Trang,CXR,VietJet Air,VJ779,1,11R,Departed,VN-A537,A21N,0,passenger
2025-12-17,18:30,18:44,Ho Chi Minh City,SGN,VietJet Air,VJ165,1,11R,Departed,VN-A545,A21N,0,passenger
2025-12-17,18:20,18:42,Taipei,TPE,EVA Air,BR386,2,11R,Departed,B-16338,A333,1,passenger
2025-12-17,20:29,18:40,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G869,1,11R,Departed,VN-A279,A321,0,passenger
2025-12-17,18:10,18:38,Ho Chi Minh City,SGN,VietJet Air,VJ193,1,11R,Departed,VN-A641,A321,1,passenger
2025-12-17,17:45,18:35,Can Tho,VCA,VietJet Air,VJ465,1,11R,Departed,VN-A632,A321,0,passenger
2025-12-17,18:20,18:32,Kaohsiung,KHH,Vietnam Airlines,VN586,2,11R,Departed,VN-A397,A321,0,passenger
2025-12-17,16:05,18:28,Da Lat,DLI,VietJet Air,VJ409,1,11R,Departed,VN-A635,A321,0,passenger
2025-12-17,16:00,18:26,Ho Chi Minh City,SGN,Vietnam Airlines,VN273,1,11R,Departed,VN-A877,B78X,0,passenger
2025-12-17,18:15,18:23,Shanghai,PVG,Air China,CA756,2,11R,Departed,B-8595,A321,1,passenger
2025-12-17,18:00,18:19,Ho Chi Minh City,SGN,VietJet Air,VJ169,1,11R,Departed,VN-A673,A321,0,passenger
2025-12-17,18:00,18:17,Ho Chi Minh City,SGN,Vietnam Airlines,VN259,1,11R,Departed,VN-A878,B78X,1,passenger
2025-12-17,16:10,18:13,Shenzhen,SZX,China Southern Airlines,CZ8470,2,11R,Departed,B-6355,A321,1,passenger
2025-12-17,17:40,18:10,Phu Quoc,PQC,VietJet Air,VJ445,1,11R,Departed,VN-A672,A320,1,passenger
2025-12-17,,17:58,Taipei,TPE,China Airlines,CI5870,0,11R,Departed,B-18722,B744,0,cargo
2025-12-17,17:30,17:50,Taipei,TPE,China Airlines,CI794,2,11R,Departed,B-18106,A21N,0,passenger
2025-12-17,17:30,17:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN7251,1,11R,Departed,VN-A325,A321,0,passenger
2025-12-17,17:45,17:45,Luang Prabang,LPQ,AirAsia,FD1039,2,11R,Departed,HS-ABT,A320,1,passenger
2025-12-17,17:30,17:43,Ho Chi Minh City,SGN,Vietnam Airlines,VN257,1,11R,Departed,VN-A866,B789,0,passenger
2025-12-17,17:15,17:28,Phnom Penh,KTI,Vietnam Airlines,VN923,2,11R,Departed,VN-A605,A321,0,passenger
2025-12-17,16:40,17:20,Vientiane,VTE,Lao Airlines,QV312,2,11R,Departed,RDPL-34199,A320,0,passenger
2025-12-17,17:05,17:18,Da Nang,DAD,Vietnam Airlines,VN187,1,11R,Departed,VN-A513,A20N,1,passenger
2025-12-17,17:00,17:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN217,1,11R,Departed,VN-A862,B789,0,passenger
2025-12-17,16:50,17:08,Da Nang,DAD,Vietravel Airlines,VU639,1,11R,Departed,VN-A136,A320,0,passenger
2025-12-17,16:20,17:06,Siem Reap,SAI,VietJet Air,VJ913,2,11R,Departed,VN-A642,A321,1,passenger
2025-12-17,16:25,17:03,Da Nang,DAD,VietJet Air,VJ515,1,11R,Departed,VN-A648,A321,0,passenger
2025-12-17,16:45,17:01,Nha Trang,CXR,Vietnam Airlines,VN1563,1,11R,Departed,VN-A614,A321,0,passenger
2025-12-17,16:35,16:52,Can Tho,VCA,Vietnam Airlines,VN1207,1,11R,Departed,VN-A505,A21N,0,passenger
2025-12-17,16:30,16:49,Hue,HUI,Vietnam Airlines,VN1545,1,11R,Departed,VN-A323,A321,1,passenger
2025-12-17,18:32,16:46,Ho Chi Minh City,SGN,Vietravel Airlines,VU779,1,11R,Departed,9H-MLW,A320,0,passenger
2025-12-17,16:30,16:43,Ho Chi Minh City,SGN,Bamboo Airways,QH255,1,11R,Departed,PK-BBK,B739,0,passenger
2025-12-17,16:20,16:33,Fuzhou,FOC,Xiamen Air,MF8698,2,11R,Departed,B-5657,B738,0,passenger
2025-12-17,16:15,16:30,Da Nang,DAD,Bamboo Airways,QH147,1,11R,Departed,VN-A227,A321,0,passenger
2025-12-17,15:40,16:28,Xiamen,XMN,Xiamen Air,MF870,2,11R,Departed,B-6842,B738,1,passenger
2025-12-17,16:15,16:22,Kunming,KMG,China Eastern Airlines,MU9606,2,11R,Departed,B-6149,B738,0,passenger
2025-12-17,16:10,16:20,Da Nang,DAD,Vietnam Airlines,VN179,1,11R,Departed,VN-A514,A20N,0,passenger
2025-12-17,16:00,16:17,Ho Chi Minh City,SGN,VietJet Air,VJ195,1,11R,Departed,VN-A669,A320,0,passenger
2025-12-17,14:50,16:14,Kuala Lumpur,KUL,AirAsia,AK513,2,11R,Departed,9M-AGY,A320,1,passenger
2025-12-17,15:55,16:12,Pleiku,PXU,VietJet Air,VJ423,1,11R,Departed,VN-A647,A321,0,passenger
2025-12-17,15:30,16:10,Phu Quoc,PQC,VietJet Air,VJ1441,1,11R,Departed,VN-A536,A21N,0,passenger
2025-12-17,15:50,16:07,Bangkok,BKK,Vietnam Airlines,VN619,2,11R,Departed,VN-A503,A21N,1,passenger
2025-12-17,15:25,16:03,Qui Nhon,UIH,VietJet Air,VJ433,1,11R,Departed,VN-A689,A320,0,passenger
2025-12-17,15:50,16:00,Bangkok,BKK,VietJet Air,VJ903,2,11R,Departed,VN-A534,A21N,1,passenger
2025-12-17,15:35,15:57,Ho Chi Minh City,SGN,VietJet Air,VJ145,1,11R,Departed,VN-A820,A333,0,passenger
2025-12-17,15:20,15:54,Ho Chi Minh City,SGN,VietJet Air,VJ175,1,11R,Departed,VN-A634,A321,0,passenger
2025-12-17,15:45,15:52,Guangzhou,CAN,China Southern Airlines,CZ8316,2,11R,Departed,B-6776,A320,1,passenger
2025-12-17,15:10,15:50,Ho Chi Minh City,SGN,VietJet Air,VJ153,1,11R,Departed,VN-A653,A21N,0,passenger
2025-12-17,15:30,15:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN249,1,11R,Departed,VN-A872,B78X,1,passenger
2025-12-17,15:20,15:45,Chiang Mai,CNX,AirAsia,FD871,2,11R,Departed,HS-BBY,A20N,1,passenger
2025-12-17,15:15,15:39,Siem Reap,SAI,Vietnam Airlines,VN837,2,11R,Departed,VN-A612,A321,1,passenger
2025-12-17,17:24,15:36,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G853,1,11R,Departed,VN-A280,A321,0,passenger
2025-12-17,12:00,15:32,Ho Chi Minh City,SGN,Vietnam Airlines,VN251,1,11R,Departed,VN-A890,A359,0,passenger
2025-12-17,14:35,15:26,Buon Ma Thuot,BMV,VietJet Air,VJ1491,1,11R,Departed,VN-A644,A321,0,passenger
2025-12-17,15:05,15:18,Da Nang,DAD,Vietnam Airlines,VN173,1,11R,Departed,VN-A622,A21N,0,passenger
2025-12-17,15:10,15:15,Shanghai,PVG,China Eastern Airlines,MU6012,2,11R,Departed,B-8570,A321,0,passenger
2025-12-17,15:00,15:09,Ho Chi Minh City,SGN,Vietnam Airlines,VN215,1,11R,Departed,VN-A869,B789,1,passenger
2025-12-17,14:00,15:05,Ho Chi Minh City,SGN,VietJet Air,VJ151,1,11R,Departed,VN-A655,A320,0,passenger
2025-12-17,14:50,15:03,Kuala Lumpur,KUL,Vietnam Airlines,VN681,2,11R,Departed,VN-A625,A21N,0,passenger
2025-12-17,14:55,14:57,Shenzhen,SZX,Shenzhen Airlines,ZH104,2,11R,Departed,B-6740,A320,1,passenger
2025-12-17,16:49,14:54,Phu Quoc,PQC,VietJet Air,VJ3524,1,11R,Departed,VN-A516,A21N,0,passenger
2025-12-17,14:30,14:51,Ho Chi Minh City,SGN,Bamboo Airways,QH241,1,11R,Departed,ER-00005,A320,0,passenger
2025-12-17,14:15,14:36,Dien Bien Phu,DIN,Vietnam Airlines,VN1804,1,11R,Departed,VN-A325,A321,0,passenger
2025-12-17,14:25,14:34,Taipei,TPE,VietJet Air,VJ942,2,11R,Departed,VN-A539,A21N,1,passenger
2025-12-17,14:15,14:31,Da Nang,DAD,Vietnam Airlines,VN7195,1,11R,Departed,VN-A606,A321,0,passenger
2025-12-17,14:00,14:28,Ho Chi Minh City,SGN,Vietnam Airlines,VN253,1,11R,Departed,VN-A879,B78X,0,passenger
2025-12-17,13:35,14:26,Ho Chi Minh City,SGN,VietJet Air,VJ143,1,11R,Departed,VN-A637,A321,0,passenger
2025-12-17,14:10,14:22,Dhaka,DAC,Ethiopian Airlines,ET679,2,11R,Departed,ET-AOP,B788,1,passenger
2025-12-17,13:30,14:17,Kuala Lumpur,KUL,Batik Air,OD572,2,11R,Departed,9M-LRL,B38M,1,passenger
2025-12-17,13:50,14:14,Qui Nhon,UIH,Bamboo Airways,QH1215,1,11R,Departed,JU-1410,A320,0,passenger
2025-12-17,13:40,14:11,Ho Chi Minh City,SGN,Vietnam Airlines,VN7215,1,11R,Departed,VN-A392,A321,0,passenger
2025-12-17,13:30,14:08,Taichung,RMQ,VietJet Air,VJ948,2,11R,Departed,VN-A633,A321,1,passenger
2025-12-17,13:45,14:04,Nha Trang,CXR,Vietnam Airlines,VN1559,1,11R,Departed,VN-A603,A321,0,passenger
2025-12-17,13:00,13:58,Kuala Lumpur,KUL,Malaysia Airlines,MH753,2,11R,Departed,9M-MXO,B738,1,passenger
2025-12-17,13:45,13:54,Guangzhou,CAN,Shenzhen Airlines,ZH122,2,11R,Departed,B-5859,B738,1,passenger
2025-12-17,13:35,13:52,Da Nang,DAD,VietJet Air,VJ513,1,11R,Departed,VN-A658,A320,1,passenger
2025-12-17,13:30,13:49,Seoul,ICN,Asiana Airlines,OZ730,2,11R,Departed,HL8359,A359,0,passenger
2025-12-17,12:45,13:42,Singapore,SIN,Singapore Airlines,SQ191,2,11R,Departed,9V-SHQ,A359,0,passenger
2025-12-17,15:25,13:38,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1215,1,11R,Departed,VN-A281,A21N,0,passenger
2025-12-17,13:30,13:33,Beijing,PEK,Air China,CA742,2,11R,Departed,B-32CD,A21N,0,passenger
2025-12-17,11:25,13:31,Da Lat,DLI,VietJet Air,VJ407,1,11R,Departed,VN-A635,A321,0,passenger
2025-12-17,13:00,13:21,Ho Chi Minh City,SGN,Vietnam Airlines,VN213,1,11R,Departed,VN-A888,A359,0,passenger
2025-12-17,12:55,13:16,Luang Prabang,LPQ,Vietnam Airlines,VN931,2,11R,Departed,VN-A356,A321,1,passenger
2025-12-17,12:30,13:11,Phu Quoc,PQC,Vietnam Airlines,VN6401,1,11R,Departed,VN-A363,A321,0,passenger
2025-12-17,12:35,13:07,Taipei,TPE,EVA Air,BR398,2,11R,Departed,B-16723,B77W,1,passenger
2025-12-17,12:25,13:05,Phu Quoc,PQC,VietJet Air,VJ441,1,11R,Departed,VN-A662,A320,1,passenger
2025-12-17,12:15,13:02,Bangkok,BKK,VietJet Air,VJ901,2,11R,Departed,VN-A632,A321,1,passenger
2025-12-17,12:20,12:59,Seoul,ICN,Korean Air,KE442,2,11R,Departed,HL8531,A21N,0,passenger
2025-12-17,12:40,12:56,Bangkok,BKK,Vietnam Airlines,VN615,2,11R,Departed,VN-A619,A21N,1,passenger
2025-12-17,12:20,12:52,Bangkok,DMK,AirAsia,FD641,2,11R,Departed,HS-ABX,A320,1,passenger
2025-12-17,12:45,12:48,Guangzhou,CAN,Vietnam Airlines,VN506,2,11R,Departed,VN-A397,A321,0,passenger
2025-12-17,,12:37,Taipei,TPE,EVA Air,BR6062,0,11R,Departed,B-16785,B77L,0,cargo
2025-12-17,14:15,12:31,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G837,1,11R,Departed,VN-A279,A321,0,passenger
2025-12-17,12:25,12:25,Shanghai,PVG,Air China,CA704,2,11R,Departed,B-8585,A321,1,passenger
2025-12-17,11:35,12:20,Taipei,TPE,China Airlines,CI792,2,11R,Departed,B-18108,A21N,0,passenger
2025-12-17,11:45,12:17,Ho Chi Minh City,SGN,VietJet Air,VJ137,1,11R,Departed,VN-A673,A321,0,passenger
2025-12-17,12:00,12:12,Da Lat,DLI,Vietnam Airlines,VN1575,1,11R,Departed,VN-A513,A20N,0,passenger
